ticker,market_cap,pe_ratio,ev_ebitda,pb_ratio,roe,roic,gross_margin,debt_to_equity,revenue_growth,earnings_growth,price_1m,price_3m,price_6m,fetched_at,sector,sub_industry,score_valuation,score_quality,score_momentum,composite_score,rank,tier
LRCX,381861855232.0,57.72212,48.034,36.076324,0.66762,0.468472,0.49979,35.282,0.238,0.408,0.180964,0.261881,1.036302,2026-05-23T02:10:25.827595,Information Technology,Semiconductor Materials & Equipment,-0.7700960938094821,0.977426304878749,0.11592628769057467,0.10734346018141586,198,
TJX,175017230336.0,30.851852,20.934,17.195784,0.6125,0.237705,0.31351998,136.307,0.092,0.293,0.002768,0.006965,0.069712,2026-05-23T02:13:27.017997,Consumer Discretionary,Apparel Retail,-0.8487396153631463,0.6538795851749701,0.5847965353964831,0.10723795005308326,199,
GIS,17979719680.0,8.237164,6.202,3.2538147,0.23591,0.398825,0.3314,217.629,0.022,-0.145,-0.050183,-0.245072,-0.260039,2026-05-23T02:09:18.048975,Consumer Staples,Packaged Foods & Meats,1.1405287694351802,0.5994477032758588,-1.6851123114462498,0.1034580720149888,200,
DIS,178860687360.0,16.48,11.569,1.6863407,0.1101,0.073158,0.3716,41.069,0.065,-0.298,-0.006271,-0.013504,0.017235,2026-05-23T02:14:09.850600,Communication Services,Movies & Entertainment,0.7331986747608631,-0.12086289430047818,-0.38213937330492054,0.09967571116965854,201,
CL,72505155584.0,35.120155,16.107,500.60776,3.6357698,0.257211,0.60063,1640.535,0.084,-0.059,0.082298,-0.061039,0.158517,2026-05-23T02:07:33.784310,Consumer Staples,Household Products,-1.1330211839720448,1.0488628649389198,0.4255407493508025,0.09820681314364704,202,
MNST,84881326080.0,41.92754,28.889,9.72546,0.26654,0.230319,0.55471003,1.082,0.269,0.289,0.119005,0.024796,0.185008,2026-05-23T02:11:09.865674,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,-1.6873900701402165,1.0500339816941786,1.0696331083681438,0.09781530155432994,203,
NDAQ,51469869056.0,27.412651,18.695,4.2713666,0.162,0.088654,1.0,79.058,0.137,0.338,0.045611,0.14237,0.035414,2026-05-23T02:11:16.244430,Financials,Financial Exchanges & Data,-0.8347656618945769,0.5554506160622872,0.6225332928274013,0.08899972180691904,204,
ON,45178929152.0,85.44117,21.398,6.2362475,0.074939996,0.054688,0.42665002,44.337,0.047,,0.188382,0.672664,1.451994,2026-05-23T02:11:42.218752,Information Technology,Semiconductors,0.11921945842081133,-0.8022711065732716,1.0850756751129664,0.08645462568052883,205,
KMB,32908566528.0,19.176016,11.774,18.321938,1.11727,0.193325,0.37147,371.264,0.027,0.179,0.012356,-0.091806,-0.032807,2026-05-23T02:10:15.967333,Consumer Staples,Household Products,-0.1302555525605537,0.6424781386901255,-0.3131864235235867,0.08532197808827412,206,
SO,106586324992.0,24.181585,13.171,2.871242,0.109910004,0.038567,0.48002997,190.431,0.08,-0.008,0.015151,0.001606,0.077874,2026-05-23T02:12:59.846147,Utilities,Electric Utilities,-0.13994744166249054,-0.01705760220338805,0.46314344711419353,0.08399126878120053,207,
ZBH,16541041664.0,22.150259,9.152,1.3047658,0.060650002,0.037563,0.70176005,59.827,0.093,0.341,-0.075076,-0.138024,-0.080838,2026-05-23T02:14:31.258259,Health Care,Health Care Equipment,0.6706744432952866,-0.0699748779696947,-0.43581163722706845,0.0795013566958366,208,
CRM,147306938368.0,23.115534,13.618,2.8285322,0.123959996,0.106849,0.77676004,29.947,0.121,0.179,0.039065,0.013248,-0.20284,2026-05-23T02:12:43.538213,Information Technology,Application Software,0.9103731152239426,0.15438188649191356,-0.9880772990762768,0.07624106087766658,209,
CTAS,69195669504.0,36.483124,24.696,14.445744,0.41303003,0.250507,0.50361997,60.943,0.089,0.097,-0.023757,-0.125699,-0.045899,2026-05-23T02:07:21.049516,Industrials,Diversified Support Services,-0.7710721058733537,1.432821050213122,-0.5179848622569573,0.0762166718418317,210,
BNY,95509635072.0,17.264267,,2.420926,0.13472,0.047724,0.0,,0.134,0.418,0.031623,0.209125,0.298428,2026-05-23T02:06:37.869600,Financials,Asset Management & Custody Banks,0.3195204222938815,-1.2898387484115816,1.3800543492788393,0.07440489064245676,211,
DOV,28265428992.0,26.2375,15.878,3.7738223,0.14998001,0.101757,0.40041,43.927,0.101,0.053,-0.079991,-0.088191,0.152594,2026-05-23T02:08:11.705615,Industrials,Industrial Machinery & Supplies & Components,0.6468732128815035,-0.052974101581157326,-0.45440399427146616,0.07154349067368129,212,
URI,58801311744.0,23.974968,16.112,6.603815,0.28237,0.104794,0.38393003,167.473,0.072,0.066,-0.046841,0.065547,0.162364,2026-05-23T02:13:46.736108,Industrials,Trading Companies & Distributors,0.5123681678525709,-0.4577630369709085,0.16708908534811134,0.06923852141301523,213,
HPE,49863180288.0,,12.669,2.0158782,-0.00471,-0.005044,0.32071,87.223,0.184,-0.303,0.345507,0.891116,0.804163,2026-05-23T02:09:32.140477,Information Technology,"Technology Hardware, Storage & Peripherals",0.9736748682402736,-1.3437169395380328,0.6594753370937347,0.06832787617390468,214,
NTRS,31045380096.0,17.585955,,2.5715032,0.14462,0.061458,0.0,,0.139,0.426,0.01439,0.201813,0.31829,2026-05-23T02:11:30.293995,Financials,Asset Management & Custody Banks,0.26544747159236853,-1.159560629582797,1.2691398682008614,0.06780235516360855,215,
CPAY,22739410944.0,20.81987,12.151,6.5547514,0.32124,0.084014,0.79714996,271.343,0.254,0.491,0.109835,0.046096,0.212068,2026-05-23T02:07:44.591137,Financials,Transaction & Payment Processing Services,-0.5119691003902175,-0.19074468684304302,1.0367496196544648,0.06507506036469826,216,
AKAM,21405100032.0,49.908474,22.841,4.365474,0.091680005,0.040403,0.58284,119.534,0.058,-0.134,0.530776,0.490786,0.666629,2026-05-23T02:05:38.061860,Information Technology,Internet Services & Infrastructure,0.48928931867253933,-0.7756875770388102,0.5452426602685383,0.06333340765236667,217,
ULTA,22526113792.0,20.071707,12.944,8.11406,0.43595,0.233165,0.43047002,77.835,0.118,-0.054,-0.08752,-0.231134,0.000874,2026-05-23T02:13:40.390589,Consumer Discretionary,Other Specialty Retail,0.23107308995458944,0.6545883659500401,-0.8238889064844594,0.06281483762128248,218,
SMCI,21398470656.0,18.726316,17.718,2.8244822,0.17877,0.074572,0.08394,120.798,1.227,3.26,0.330094,0.15858,0.067827,2026-05-23T02:13:07.689469,Information Technology,"Technology Hardware, Storage & Peripherals",0.8972884067125112,-1.3840054623755973,0.7726800776218462,0.061453053804473745,219,
TEL,59190632448.0,20.734152,13.534,4.586019,0.22719999,0.154947,0.36071998,43.798,0.145,71.5,-0.068663,-0.123227,-0.076414,2026-05-23T02:13:19.057695,Information Technology,Electronic Manufacturing Services,0.8873787107379012,-0.5423130259755641,-0.2013548772233034,0.060366526499826975,220,
AMAT,342966435840.0,40.61654,36.392,14.351754,0.39692003,0.280309,0.48956,26.998,0.114,0.335,0.071271,0.158338,0.876215,2026-05-23T02:06:06.631659,Information Technology,Semiconductor Materials & Equipment,0.1294583193459755,0.2613676991037916,-0.25568317794793405,0.06008415307303824,221,
CAH,47000428544.0,30.591463,13.05,-16.65256,,0.255186,0.037550002,,0.11,-0.195,-0.019734,-0.105211,-0.045133,2026-05-23T02:06:57.536395,Health Care,Health Care Distributors,1.0008864050723119,-0.36372715610484885,-0.5486064154426525,0.05842381250581627,222,
EXC,47302909952.0,16.934065,11.751,1.6136125,0.09764,0.034498,0.42641,174.794,0.079,-0.003,-0.011123,-0.032659,0.008563,2026-05-23T02:08:46.511660,Utilities,Electric Utilities,0.9517626639815149,-0.4384658726602442,-0.4059694196121462,0.05786305107880087,223,
KHC,28209651712.0,,7.824,0.67302257,-0.12576,-0.091359,0.33973998,50.258,0.008,0.136,0.08284,-0.01429,-0.026029,2026-05-23T02:10:21.524153,Consumer Staples,Packaged Foods & Meats,0.8700879198769648,-0.9498612599112558,0.2809472930196708,0.056363518893899386,224,
SCHW,156783067136.0,17.922464,,3.6893802,0.19083,0.088457,0.9746,120.766,0.158,0.386,0.017471,-0.024545,0.002861,2026-05-23T02:07:11.003006,Financials,Investment Banking & Brokerage,-0.023863106853364246,0.40069269912188876,-0.26715380062384914,0.05174421710682883,225,
CPT,10649266176.0,30.019554,18.271,2.773491,0.09064999,0.047722,0.61622,104.147,-0.005,0.121,0.049204,0.004132,0.048741,2026-05-23T02:06:52.014093,Real Estate,Multi-Family Residential REITs,0.3348284942114909,0.07542980795687844,-0.32173839815682753,0.047068886311881,226,
LUV,19971295232.0,27.24,10.393,2.904877,0.10062,0.061562,0.23006001,93.033,0.128,,0.082384,-0.193782,0.238442,2026-05-23T02:13:00.737364,Industrials,Passenger Airlines,0.9562807422714611,-1.114456854254155,0.3405891378980892,0.046815102175483875,227,
INTU,87515422720.0,19.508537,13.122,4.659162,0.22496,0.17848,0.80793,33.448,0.104,0.107,-0.165301,-0.107416,-0.5078,2026-05-23T02:09:57.346507,Information Technology,Application Software,0.9026810734397374,0.48029050088482833,-1.4622686908433982,0.04535944376057849,228,
UHS,9552636928.0,6.5887265,5.615,1.2796808,0.21369,0.130018,0.44233,67.405,0.096,0.177,-0.129043,-0.320923,-0.332842,2026-05-23T02:13:49.198149,Health Care,Health Care Facilities,1.234271380078229,0.0871448740035815,-1.4096096495933177,0.03961279405063839,229,
GS,294042730496.0,18.208439,,2.7976737,0.14548,0.018063,0.82271004,678.596,0.145,0.242,0.070257,0.122901,0.273467,2026-05-23T02:09:24.081206,Financials,Investment Banking & Brokerage,0.17661585913187308,-1.0808195011098036,1.1863935731926931,0.039446797265532296,230,
MET,54087294976.0,16.259188,12.885,1.9874219,0.13014,0.044768,0.23754999,178.019,0.027,0.359,0.113649,0.125786,0.134607,2026-05-23T02:10:57.822056,Financials,Life & Health Insurance,0.3414826278396852,-1.2185723753856559,1.153764241037677,0.039147860670213364,231,
JNJ,564107214848.0,27.185616,17.211,6.9464946,0.26416,0.154485,0.68035007,67.73,0.099,-0.529,0.015998,-0.041711,0.150602,2026-05-23T02:10:08.643372,Health Care,Pharmaceuticals,-0.4712086108804107,0.6991560123959489,-0.14680627729431617,0.0357397073421435,232,
AME,51460661248.0,33.864254,21.95,4.7128463,0.14626999,0.114225,0.36681,22.489,0.113,0.145,-0.044596,-0.028402,0.153708,2026-05-23T02:05:57.437781,Industrials,Electrical Components & Equipment,0.07063143136169794,0.011323814629611373,-0.0054259040646061855,0.027056564877576402,233,
NSC,70641549312.0,26.497894,15.436,4.469851,0.17615,0.079757,0.45851,111.586,0.002,-0.266,-0.017264,0.002732,0.120718,2026-05-23T02:11:29.101156,Industrials,Rail Transportation,0.617307450508577,-0.28471164007789845,-0.3147232857455415,0.021991547927075042,234,
COP,146755698688.0,20.451612,7.017,2.2738168,0.112840004,0.083056,0.45591,36.143,-0.053,-0.202,-0.02424,0.104434,0.396752,2026-05-23T02:07:37.581143,Energy,Oil & Gas Exploration & Production,0.6436031570453047,-0.011057701938694259,-0.6656833240837008,0.02168591206220341,235,
FISV,30464800768.0,9.683051,,1.162171,,,,,,,-0.071812,-0.021747,-0.058348,2026-05-23T02:09:01.562203,Financials,Transaction & Payment Processing Services,1.038894569693469,,-1.1470932724867913,0.019485117646676764,236,
SWKS,12396460032.0,34.341663,11.911,2.1457396,0.06171,0.051846,0.41075,20.632,-0.01,-0.449,0.339074,0.395294,0.322929,2026-05-23T02:12:54.303003,Information Technology,Semiconductors,0.844259868797028,-0.7668841379528629,-0.032314030302536774,0.017387296704696728,237,
FIS,22515255296.0,8.441861,12.981,1.4095719,0.17225,0.071958,0.36285,132.328,0.301,30.406,-0.047661,-0.074284,-0.313727,2026-05-23T02:08:57.396298,Financials,Transaction & Payment Processing Services,0.7130310949025138,-0.5520887242438226,-0.13251591081255273,0.01657505648677611,238,
EFX,19788898304.0,28.880281,12.799,4.309923,0.1437,0.071005,0.56124,113.353,0.143,0.34,-0.062253,-0.127086,-0.215327,2026-05-23T02:08:34.407870,Industrials,Research & Consulting Services,0.6981811349166638,-0.09628785347674301,-0.6644932877368938,0.01131466218290414,239,
GNRC,15902786560.0,84.418755,29.792,5.9341435,0.07388,0.046391,0.38138,52.086,0.124,0.699,0.237018,0.18769,0.86651,2026-05-23T02:09:16.340961,Industrials,Electrical Components & Equipment,-1.718087746388774,-0.5786704095147163,2.7091967316757533,0.008893664936504453,240,
WEC,36940550144.0,22.727457,15.061,2.711277,0.11679,0.045564,0.41764,153.184,0.09,0.079,-0.010283,-0.012249,0.038962,2026-05-23T02:14:16.015736,Utilities,Electric Utilities,-0.3015781134854439,0.39962730633786603,-0.0864894770527897,0.008370374382510825,241,
SYF,24161474560.0,7.435818,,1.5868073,0.2178,0.111106,0.0,,0.061,0.201,-0.058713,0.047059,-0.028247,2026-05-23T02:13:08.370692,Financials,Consumer Finance,1.025799039633764,-0.5182784655340805,-0.5675641681836171,0.007362950479804037,242,
PEP,205820313600.0,23.637363,13.131,9.632782,0.43879002,0.117867,0.54383,244.837,0.085,0.278,-0.032948,-0.097462,0.054303,2026-05-23T02:11:57.744625,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,-0.0790027864508498,0.40349859655639553,-0.35498269158400314,0.007078726061740037,243,
CME,105228025856.0,24.848976,22.129,3.9583817,0.15919,0.139974,1.0,14.059,0.144,0.213,0.020177,-0.050344,0.086646,2026-05-23T02:07:28.228007,Financials,Financial Exchanges & Data,-0.9277338681528905,1.1292131249225223,-0.21246756027516497,0.0067774717868216705,244,
ALLE,11208613888.0,17.818304,13.009,5.334342,0.34179002,0.146499,0.4497,105.863,0.097,-0.07,-0.115249,-0.174868,-0.193273,2026-05-23T02:05:42.771989,Industrials,Building Products,0.9188583944074082,0.38426975027612204,-1.5052373390875307,0.004523648912976408,245,
LOW,120631828480.0,18.17667,12.96,-12.164394,,0.203015,0.33293,,0.103,-0.007,,-0.212487,-0.051265,2026-05-23T02:10:37.824709,Consumer Discretionary,Home Improvement Retail,0.8913333386878115,-0.16269705580661645,-0.8375855005614465,0.003747048839984335,246,
CMI,88250908672.0,33.25793,18.83,7.145251,0.21993999,0.129814,0.25847998,61.621,0.027,-0.21,-0.026456,0.088855,0.321404,2026-05-23T02:07:53.456245,Industrials,Construction Machinery & Heavy Transportation Equipment,0.08856791000185757,-0.288386016384894,0.2338448760934033,0.00021712559395824227,247,
DPZ,10528047104.0,18.222221,15.101,-2.71437,,0.470802,0.28701,,0.035,-0.046,-0.150031,-0.205418,-0.20678,2026-05-23T02:08:09.036215,Consumer Discretionary,Restaurants,0.4570339749949465,0.7994663159336489,-1.4669921625874747,-0.0003225469512340706,248,
AON,69365522432.0,17.825468,14.309,7.0544534,0.46447,0.155768,0.47341,155.05,0.065,0.271,0.006419,0.032751,-0.055304,2026-05-23T02:06:02.848247,Financials,Insurance Brokers,-0.6325075269874219,0.8514198166612682,-0.2615274337972511,-0.0018389287533290694,249,
L,22402058240.0,13.851145,8.102,1.1977161,0.09217,0.059122,0.36041,45.603,0.014,-0.063,-0.031578,0.002049,0.016757,2026-05-23T02:10:36.701201,Financials,Multi-line Insurance,0.8868247016876745,-0.4285468035378985,-0.541000768974467,-0.0019029663399185437,250,
AES,10469154816.0,7.6458335,12.906,2.368506,0.052600004,0.038096,0.19299999,259.603,0.087,9.511,0.024897,-0.086039,0.083355,2026-05-23T02:03:57.484278,Utilities,Independent Power Producers & Energy Traders,1.2041458772388498,-2.2539627357001732,1.209917832785549,-0.004460550625798421,251,
TT,99700432896.0,34.508034,24.216,11.643132,0.36630002,0.222793,0.35924998,53.597,0.06,-0.021,-0.071077,-0.017029,0.102864,2026-05-23T02:13:30.373504,Industrials,Building Products,-0.5116951387238159,0.8085460497160153,-0.3690012625729886,-0.0068025599246267915,252,
TMUS,207209725952.0,20.347504,9.597,3.5799491,0.18024999,0.058567,0.63281,218.569,0.106,-0.12,-0.013397,-0.125298,-0.067503,2026-05-23T02:13:11.516485,Communication Services,Wireless Telecommunication Services,0.5187040047952135,0.11080519844345796,-0.758272313648872,-0.007153472961126589,253,
NVR,16295599104.0,14.744505,9.475,4.7200494,0.33257,0.272623,0.22489999,31.22,-0.214,-0.285,-0.09477,-0.190408,-0.168862,2026-05-23T02:11:36.259830,Consumer Discretionary,Homebuilding,0.6987252144741197,0.3129079208398494,-1.2077638315387764,-0.008257552101743726,254,
LVS,32754161664.0,18.239853,9.447,27.35473,0.90455,0.108491,0.80095,981.405,0.253,0.73,-0.042972,-0.107724,-0.238967,2026-05-23T02:10:27.005034,Consumer Discretionary,Casinos & Gaming,-0.018288623541498156,0.23658992198628057,-0.2895439841935826,-0.010457740802400944,255,
ADSK,50883895296.0,45.99046,26.662,16.778528,0.39675,0.194913,0.92326,89.787,0.194,0.063,0.03884,0.102223,-0.16857,2026-05-23T02:06:18.134445,Information Technology,Application Software,0.14421996378792964,0.6157148466220287,-0.9287949927591762,-0.01266131418426747,256,
NFLX,373076754432.0,28.580645,26.641,11.990797,0.48494998,0.279457,0.49029,53.788,0.162,0.864,-0.045464,0.165483,-0.17173,2026-05-23T02:11:17.508698,Communication Services,Movies & Entertainment,-1.269762130494217,0.9192045447254172,0.36019995901281576,-0.014635167315235231,257,
DVN,54444187648.0,13.153204,5.387,1.9006602,0.15178001,0.060728,0.46929002,56.404,-0.008,-0.753,-0.019315,0.086939,0.329591,2026-05-23T02:08:03.271791,Energy,Oil & Gas Exploration & Production,0.9940514472184477,-0.1977148414847682,-0.9865242220737637,-0.01723945461534121,258,
PCG,36314685440.0,12.782946,9.682,1.1706659,0.08826999,0.030268,0.39353,187.872,0.15,0.398,-0.020202,-0.105124,0.040056,2026-05-23T02:11:59.829486,Utilities,Multi-Utilities,1.5885766345738928,-0.9567751559996567,-0.7975152406367964,-0.018124054690056235,259,
KLAC,246674391040.0,53.389317,41.336,42.334663,0.94975996,0.390119,0.61446,105.4,0.115,0.118,0.041511,0.270983,0.66552,2026-05-23T02:10:20.701060,Information Technology,Semiconductor Materials & Equipment,-0.8055561917017032,1.0626550941255757,-0.36792273742893716,-0.020392205380325823,260,
TXN,281409781760.0,52.85641,32.373,16.771166,0.32347,0.173082,0.57322,83.741,0.186,0.313,0.101163,0.413541,0.939785,2026-05-23T02:13:22.044425,Information Technology,Semiconductors,0.0019968797952705517,-0.10683679894557871,0.0519553291170089,-0.021107372967505186,261,
PRU,36163493888.0,10.711934,10.966,1.1168319,0.10711,0.038974,0.28956,158.972,0.153,-0.143,0.103551,0.032117,-0.015465,2026-05-23T02:12:13.132170,Financials,Life & Health Insurance,0.8166538660576507,-1.1593430925688513,0.3280304594273596,-0.021532091450712332,262,
KDP,39619493888.0,21.57037,16.994,1.5682895,0.06312,0.03383,0.53777003,85.985,0.094,-0.477,0.02068,-0.013194,0.082618,2026-05-23T02:10:13.718756,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,-0.01826950158537681,0.03908964155554753,-0.10524242327896075,-0.024285677994128473,263,
EA,50393526272.0,57.256413,33.329,7.449127,0.1349,0.102912,0.78967005,27.41,0.119,0.853,-0.007605,0.003393,0.001484,2026-05-23T02:08:26.426777,Communication Services,Interactive Home Entertainment,-1.4701171897751744,1.0198158847802596,0.43778344934078456,-0.02627042194598478,264,
TPR,27981174784.0,42.222565,15.713,41.058407,0.60914004,0.14394,0.76177,574.912,0.212,0.737,-0.054353,-0.092232,0.318438,2026-05-23T02:13:14.107160,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-1.0210692055678192,0.3145664778302632,0.7338998853692816,-0.02710598909736009,265,
KEYS,59171131392.0,55.806763,38.152,9.578508,0.18174,0.12007,0.63666,43.579,0.315,0.356,8.7e-05,0.414531,0.950583,2026-05-23T02:10:15.130170,Information Technology,Electronic Equipment & Instruments,0.0879511816277048,-0.09688446140436255,-0.09149953111780881,-0.030576507257172852,266,
CVS,118992986112.0,40.90351,12.055,1.5327471,0.037520003,0.018797,0.13387999,100.912,0.061,0.631,0.182602,0.221799,0.21762,2026-05-23T02:07:54.670850,Health Care,Health Care Services,-0.33924243606805465,-1.394870005488577,1.9200122259790364,-0.030935686751110136,267,
ICE,86506446848.0,22.298834,15.984,2.9371555,0.13853,0.077938,1.0,70.986,0.204,0.797,-0.028639,-0.004126,0.006684,2026-05-23T02:09:54.173374,Financials,Financial Exchanges & Data,-0.2458328764151672,0.46821890957408796,-0.36957054204333883,-0.03303605100737937,268,
VEEV,26139535360.0,29.443014,19.681,3.6359303,0.13933,0.124763,0.75526,1.329,0.16,0.232,0.025745,-0.069699,-0.320565,2026-05-23T02:13:51.060196,Health Care,Health Care Technology,-0.5753525869468668,0.792043368436841,-0.3694189486478943,-0.034983911072877336,269,
TKO,14356308992.0,71.45522,16.449,4.2522483,0.06736,0.027136,0.59119,58.229,0.259,0.63,0.028133,-0.06642,0.062445,2026-05-23T02:13:27.899829,Communication Services,Movies & Entertainment,-0.6523745351815653,0.21790307476089738,0.3732771921944755,-0.040081853488891095,270,
PKG,19237289984.0,26.23451,11.588,4.1610775,0.16313,0.081902,0.21753,95.185,0.106,-0.155,0.004139,-0.037117,0.10739,2026-05-23T02:11:46.302095,Materials,Paper & Plastic Packaging Products & Materials,0.05351387331125137,-0.13017637628967324,-0.07320913915983863,-0.048794617790399245,271,
RSG,64280256512.0,29.975609,15.013,5.3715034,0.18346001,0.08325,0.43049,117.578,0.026,0.075,-0.023874,-0.052744,-0.023317,2026-05-23T02:12:32.868405,Industrials,Environmental & Facilities Services,0.4868233749885594,-0.3674887057562823,-0.3073966162625757,-0.05045185064747572,272,
UNH,352786841600.0,29.274302,18.704,3.603685,0.121759996,0.068505,0.18801,73.982,0.02,0.007,0.09564,0.386591,0.235299,2026-05-23T02:13:47.949705,Health Care,Managed Health Care,-0.49068984536108046,-0.8158929933735136,1.3503041784123344,-0.052212740033407645,273,
